id,title,genre_names,popularity
47582,Castle of Purity,Drama Foreign,1.2
86750,Warrendale,Documentary,0.39
46523,New Kids Turbo,Action Comedy,4.33
30388,Reykjavik Whale Watching Massacre,Comedy Horror,0.55
29920,Easy Money,Drama Thriller Crime,10.52
39284,To Joy,Drama,0.52
44988,Grown Up Movie Star,Drama,0.68
51423,Beyond,Drama,0.7
54527,Into Eternity,Documentary,1.23
23521,Daffy Duck's Quackbusters,Fantasy Science Fiction Family,0.87
46105,American: The Bill Hicks Story,Comedy Documentary,1.55
49012,Arthur,Comedy Romance,9.7
41446,Scream 4,Horror Mystery,10.0
46195,Rio,Animation Adventure Comedy Family,10.4
57695,The Princess of Montpensier,Action Drama History Romance,2.16
101226,Dear Heart,Comedy Family,0.34
126596,The Mudlark,Drama,0.94
49876,The Mouse on the Moon,Comedy Drama,2.42
178587,The Happy Time,,0.11
57698,Gold Diggers of 1937,Comedy Music Romance,0.39
3081,The Goddess,Drama,0.13
62215,Melancholia,Drama Science Fiction,8.12
31451,Forever Strong,Drama,8.0
10195,Thor,Adventure Fantasy Action,29.16
40719,War of the Wildcats,Western,3.39
43435,Jolson Sings Again,Drama Music,0.37
59928,Spooner,Comedy Romance,1.12
45523,Louis C.K.: Hilarious,Comedy,3.88
30969,Louis C.K.: Chewed Up,Comedy,1.84
56780,Atlas Shrugged Part I,Drama Thriller Science Fiction Mystery,3.49
99920,Confessions of a Nazi Spy,Drama War,0.9
76714,The Journey,Drama Romance,2.04
24447,Louis C.K.: Shameless,Comedy,2.65
31555,Pushover,Drama Thriller Crime,1.08
77166,Saint Jack,Drama,0.02
72596,Movie Days,,0.14
26880,Children of Nature,Romance Drama,0.4
18826,Spring Breakdown,Comedy,2.36
48415,Welcome to the South,Comedy,6.7
50671,The Resident,Thriller Mystery,5.48
57118,That's What I Am,Comedy Drama Family,7.84
30599,Kobe Doin' Work,Documentary,0.16
29745,City Streets,Romance Crime Drama,1.21
12221,Two Drifters,Drama,1.64
44159,Women Without Men,Drama,1.53
47904,Outside the Law,Action Drama History War,1.17
34420,Wrong Rosary,Drama,0.48
27045,The Crimson Kimono,Romance Drama Thriller Crime Mystery,1.35
25638,Laaga Chunari Mein Daag - Journey of A Woman,Drama Romance Foreign,0.62
152861,Outsider,Drama,0.1
53741,Crazy Love,Comedy Drama Foreign Romance,0.29
10011,Abominable,Horror Thriller,1.46
140101,Love Torn in a Dream,,0.66
72026,Pleasures of the Flesh,Drama Comedy,1.03
77124,Sing a Song of Sex,Comedy Drama,0.78
42709,"Silent Night, Deadly Night III: Better Watch Out!",Horror,0.66
36821,The Perils of Pauline,Comedy,0.6
61952,A Good Lawyer's Wife,Drama Crime,1.08
12078,Larks on a String,Drama,0.0
9511,Rabbit Without Ears 2,Comedy Romance,6.07
202241,Mildred Pierce,Drama,3.01
72375,Rien sur Robert,Drama,0.28
21508,Stranded: I've Come from a Plane That Crashed on the Mountains,Documentary Foreign,0.28
76816,The Age of the Earth,Drama,0.63
51520,Blind Mountain,Drama,0.77
141241,15,,0.04
8904,Service,Drama,0.74
18187,Flow: For Love of Water,Documentary,0.37
167966,Voices from the List,Documentary,0.15
48515,Japanese Summer: Double Suicide,Crime Drama Foreign,0.48
87673,No Blood Relation,,0.22
36290,Crimes of Fashion,Action Comedy Thriller,7.11
4880,Nichts als Gespenster,Comedy Drama,0.33
28627,The Student of Prague,Drama Horror,2.58
239553,Ito: Diary of an Urban Priest,Documentary,0.01
60315,High School,Documentary,0.31
43817,White Lightnin',Drama Thriller,2.07
48414,Alamar,Documentary Drama Family,1.03
12588,My Friend from Faro,Drama,1.11
51736,Bloomington,Drama Romance,2.31
55787,Water for Elephants,Drama Romance,7.65
125874,Love & Savagery,Romance Drama,0.54
43498,Yolanda and the Thief,Fantasy Romance,0.12
3581,Death Line,Horror,1.82
33134,The Horseman,Thriller Crime,7.9
61488,Foo Fighters: Back and Forth,Music Documentary,0.99
61933,The Light Bulb Conspiracy,Documentary,1.36
50848,The Names of Love,Drama Comedy Romance,4.79
35619,Storm,Drama Foreign Mystery Thriller,0.98
34902,Day and Night,Drama,0.8
57586,African Cats,Documentary Family Adventure,3.27
52032,My Dog Tulip,Animation Comedy Drama,1.73
62255,Tracker,Action Drama Thriller Adventure,7.13
106515,Ali Baba Goes To Town,Comedy Family Fantasy,0.5
185263,The Bachelor Party,Drama,0.15
44555,"A Woman, a Gun and a Noodle Shop",Comedy Drama Thriller,1.35
54083,Film Socialisme,Drama,1.99
51209,Kill the Irishman,Action Crime Thriller Drama,5.98
14252,Vice,Action Thriller,0.54
52256,1612: Chronicles of the Dark Time,History Drama,1.23
55934,Cold Weather,Mystery Drama Comedy Thriller,1.64
51497,Fast Five,Action Thriller Crime,1.42
87308,Shirin,Drama,1.78
80639,They Won't Forget,Drama Mystery,0.43
84099,Here Comes the Navy,War Drama,0.14
43515,The Sky's the Limit,Comedy Romance,0.18
43594,The Emperor Jones,Drama,0.31
57082,Babylon,Drama,0.17
157856,Once Upon a Time,,0.2
241620,Louis Theroux: Law and Disorder in Johannesburg,,0.73
37041,The Woman on the Beach,Drama Romance,1.42
88451,"Yes, Giorgio",Drama Comedy Romance Foreign,0.05
57035,The House of Rothschild,Drama History,0.84
19237,Kill Theory,Horror Thriller,4.14
86225,The Day They Robbed the Bank of England,Crime Drama,0.47
28286,Reunion in France,Drama Romance War,0.93
128990,Cooking up dreams,Foreign,0.1
46175,Daughters of Darkness,Horror Thriller,1.84
43908,Kosmos,Comedy Drama,0.75
130272,"Mother Dao, the Turtlelike",History Documentary,0.26
42521,Idiots and Angels,Animation Comedy,1.3
56113,The Parking Lot Movie,Documentary,0.4
50272,We Are What We Are,Horror Thriller,1.88
55836,A Gentle Woman,Romance Drama,0.6
79179,God's Country,Documentary,0.0
1115,Ghosts,Drama,0.74
54524,The Robber,Drama Thriller Crime,1.82
22449,I Just Didn't Do It,Drama,0.71
46804,The Idiot Returns,,0.21
8931,The Bastards,Action Adventure Drama Foreign Thriller,0.48
56314,Truly Human,Foreign Drama Romance,0.84
62321,Attenberg,Drama,2.72
97039,The Asthenic Syndrome,Drama,0.01
19482,My Dear Enemy,Comedy Romance,1.6
57859,Night and Day,Drama,0.9
117406,Porto of My Childhood,Drama,0.15
120972,Everybody's Woman,Drama,0.12
73474,The High Cost of Living,Drama,0.32
11376,Swimming Pool,Thriller Horror,10.44
46738,Incendies,Drama War Mystery,8.6
54699,Nora Roberts' Blue Smoke,Action Drama Romance Thriller TV Movie,1.05
18033,Nora Roberts' Montana Sky,Drama Romance Thriller TV Movie,1.29
92341,Bird of Paradise,Adventure Romance Drama,0.49
47310,Invitation to the Dance,Music Animation Fantasy,0.55
38944,The Leaning Tower,Comedy,0.4
55408,Kymmenen riivinrautaa,,0.04
40041,Dead Kids,Horror Mystery Thriller Science Fiction,0.71
62077,Neon Flesh,Thriller Action Comedy,1.07
24810,Nora Roberts' Carolina Moon,TV Movie Drama Mystery Romance Thriller,1.99
30335,Nora Roberts' Angels Fall,Drama Mystery Romance Thriller,0.86
188505,Persona non grata,Drama,0.66
43959,Soul Surfer,Family Action Drama,11.01
49022,Something Borrowed,Comedy Drama Romance,5.47
40699,"Rock, Paper, Scissors: The Way of the Tosser",Comedy,0.31
21841,June 9,Horror,0.55
115427,Macbeth,Drama,0.02
55721,Bridesmaids,Comedy Romance,6.81
38321,Priest,Action Science Fiction Fantasy Thriller Horror,8.26
61420,The 19th Wife,Drama Mystery Thriller,0.81
56822,PoliWood,Documentary Mystery Thriller,0.18
32654,The Storm Warriors,Action Adventure Fantasy,2.86
49853,Same Same But Different,Drama,0.99
46849,Eye of the Dolphin,Drama,0.46
13507,Intimate Enemies,Drama War History,5.53
50780,The Beaver,Drama,5.48
50012,King Lear,Comedy Drama,0.71
58035,To the Shores of Tripoli,Drama War,0.06
27777,The Racket,Crime Drama,0.7
92667,Black Fury,Crime Drama Romance,0.04
106882,Kitty,Drama Romance History,0.99
39410,Mothra,Fantasy Science Fiction Thriller,1.94
1679,Godzilla Raids Again,Action Science Fiction Horror,2.77
47518,The Tortured,Horror,3.44
1865,Pirates of the Caribbean: On Stranger Tides,Adventure Action Fantasy,27.89
59436,Midnight in Paris,Fantasy Comedy Romance,11.43
63831,The Kid with a Bike,Drama,7.95
51608,The Man from Nowhere,Action Thriller Crime,9.02
43385,Born to Be Bad,Drama,9.74
50078,Jewel Robbery,Romance Comedy Crime,0.75
8967,The Tree of Life,Drama Fantasy,11.2
86284,Paper Lion,Comedy,0.99
63858,All I Desire,Drama,1.34
41611,Jeopardy,Drama Thriller,0.79
15911,The Village Barbershop,Comedy Drama,0.66
28723,Diary of a Cannibal,Horror Crime Romance,0.41
45243,The Hangover Part II,Comedy,21.89
52077,Nothing to Declare,Comedy,8.37
32120,No Time For Love,Romance Comedy,0.63
85504,The Sin of Madelon Claudet,Drama,0.4
110628,This Above All,Drama Romance War,0.68
56271,Double Take,Documentary,0.19
70264,Fly Away,Drama Romance,0.15
22882,Van Diemen's Land,Drama History Thriller,2.11
121662,One Hundred Mornings,Drama Thriller Science Fiction,0.37
56807,Son of Babylon,Drama Romance,0.31
23116,Loose Change 9/11: An American Coup,Documentary,2.29
60306,Victim,Drama Horror Thriller,0.84
21469,Across the Hall,Thriller Mystery Romance,3.79
359002,Daayen Ya Baayen,Family Comedy Drama,0.04
5937,John Rabe,Drama History War,9.15
38931,Oh My God,Comedy Documentary,1.57
3107,Destroy All Monsters,Action Science Fiction Thriller Horror,3.74
131880,Stonewall Uprising,Documentary,0.64
145154,Ballou,,0.01
43692,The Clairvoyant,Drama Mystery Romance Thriller,0.35
42889,The Virginity Hit,Comedy,2.24
252059,Through and Through,Crime,0.0
57276,Pina,Documentary,12.45
79649,Eyes of a Stranger,Horror Thriller,0.72
87349,Outcast of the Islands,Drama Adventure,0.8
47489,The Moon in the Gutter,Drama Thriller Crime,1.1
29382,Under Our Skin,Documentary,0.24
17367,Belle Toujours,Music Drama,0.67
49950,The Roommate,Thriller Drama Horror,8.45
11226,Strip Nude for Your Killer,Horror Thriller,2.54
84237,Humanity and Paper Balloons,Drama,0.28
52049,Comedy of Innocence,Drama Foreign Mystery Thriller,0.57
25672,Hollow Triumph,Thriller Crime,0.8
42506,The Housemaid,Crime Drama,1.82
80560,Wanda,Drama,0.34
53413,The Strange Case of Angelica,Drama,0.7
23516,Frownland,Comedy Drama,0.04
43616,The King of Escape,Adventure Comedy,0.92
122709,Zoo in Budapest,Drama,0.22
78789,Tomorrow We Move,Comedy,0.27
58529,Dealer,Drama,0.46
104505,No Rest for the Brave,Drama Comedy Romance Foreign,0.21
83230,Trails,Drama,0.04
3962,Bis zum Ellenbogen,Comedy,0.67
142712,8:28 AM,Romance Drama,0.43
55700,Ossos,Drama,0.64
80799,All Is Forgiven,,0.26
10420,The Mistress,Drama,1.03
44945,Trust,Crime Drama Thriller,7.78
15543,Penny Dreadful,Horror Thriller,2.58
85670,Night Flight,Drama,0.41
113653,Prison,Drama,0.61
97211,Dreams,Drama,0.85
44221,Group Sex,Comedy Romance,2.32
83345,The Mosquito Net,Drama Comedy,1.09
57059,Loft,Thriller,2.22
74183,Vieraalla Maalla,Comedy Romance,0.08
51170,Open Season 3,Animation Family Comedy,10.57
60164,The Speed of Thought,Action Thriller Science Fiction,2.03
41504,Henri Georges Clouzot's Inferno,Documentary Foreign,0.77
38850,Stolen,Crime Drama Mystery Thriller,2.3
37206,A Shine of Rainbows,Drama Family,6.76
83587,Zombie Girl: The Movie,Horror Documentary,0.34
76171,Turbulence 2: Fear of Flying,Thriller Action,3.99
140995,The Sisters,Drama,0.65
42571,The Double Hour,Crime Drama Mystery Romance Thriller,2.38
45033,20 Seconds of Joy,Documentary,0.09
44223,Happy Ever Afters,Romance Comedy,0.54
59678,Attack the Block,Action Comedy Science Fiction,9.93
59468,The Way,Adventure Comedy Drama,7.13
51533,Let the Bullets Fly,Action Comedy Documentary,3.88
46221,The Tunnel,Horror Thriller Mystery,4.86
33203,Orwell Rolls in His Grave,Documentary,0.77
37665,Wake,Comedy Drama Romance,0.96
80027,Kings of the Sun,Action Adventure Western,0.44
25738,He Ran All The Way,Drama Crime,2.02
39834,Violent Saturday,Drama Crime,1.22
49444,Kung Fu Panda 2,Animation Family,11.48
34184,The Burglars,Action Crime,1.41
100420,Gabriel Over the White House,Drama Fantasy Romance,1.09
44443,Lynch,Documentary,0.33
49538,X-Men: First Class,Action Science Fiction Adventure,0.74
49020,Submarine,Drama Comedy Romance,7.35
50507,Crazy Safari,Action Comedy,1.75
43497,Tonight and Every Night,Romance,0.26
38417,The Thief,Crime Thriller,0.91
104439,Raffles,Adventure Crime Romance,1.51
120977,The Dark Angel,Romance Drama,0.12
43489,Brewster's Millions,Comedy,0.81
102541,The Patent Leather Kid,War Drama Romance,0.0
65289,A Nightmare in Las Cruces,Documentary Drama,0.06
52505,The Other Woman,Drama,6.21
78526,The Last Dispatch,Documentary Music,0.0
25541,Brotherhood,Drama,2.59
70862,American Grindhouse,Documentary History,9.2
102384,Two Arabian Knights,Adventure Comedy Romance,0.39
48996,Den enskilde medborgaren,Comedy,0.11
21616,Captive,Drama Foreign,0.78
45658,Everything Must Go,Comedy Drama Romance,4.78
127818,Eyes of the Mothman,Documentary,0.15
41827,Red White & Blue,Drama Thriller,3.04
55347,Beginners,Drama Romance Comedy,6.73
37686,Super 8,Thriller Science Fiction Mystery,19.53
41382,Lottery Ticket,Comedy,6.72
45675,Calvin Marshall,Drama Comedy,0.81
52918,The Oath,Documentary Drama,0.66
79072,Falling,Drama,0.45
43765,Delbaran,Drama Foreign,0.1
103203,Camp de Thiaroye,War Drama,0.35
123074,The Target Shoots First,Documentary,0.13
78400,The City Below,Romance Drama,0.96
87945,Chain Camera,Documentary,0.0
126108,Playing 'In the Company of Men',Drama,0.35
246882,Then I Sentenced Them All to Death,War Drama,0.04
61475,Pale Flower,Thriller Action Drama,11.77
84823,Santa Claus Has Blue Eyes,Drama,0.32
34835,It Felt Like a Kiss,Documentary,0.53
114044,Interkosmos,Drama Science Fiction,0.07
140007,After the Reconciliation,,0.21
222600,Matinée,Drama Crime Thriller Adventure,0.65
449677,The Year of Living Vicariously,,0.04
185579,A Sixth Part of the World,Documentary,0.55
29877,Curly Top,Family Music,1.33
37523,Envy,Drama,0.62
44104,Private,Drama Foreign,0.42
13137,A Very British Gangster,Crime Documentary,0.65
56231,The Working Class Goes to Paradise,Drama,2.4
47171,48 Shades,Comedy Drama,0.33
58446,Daydream Nation,Drama Romance,5.12
144560,"Right On, Man!",Romance Drama,0.24
44219,The Chosen One,Comedy,1.24
19963,Bernie,Comedy,3.14
105981,Lucky Star,Romance Drama,1.33
89688,Araya,Documentary Foreign,0.42
263532,The Danube Exodus,Documentary,0.04
55763,Vääpeli Körmy - Taisteluni,,0.07
44912,Green Lantern,Adventure Action Thriller Science Fiction,13.99
15766,"Ghidorah, the Three-Headed Monster",Action Fantasy Science Fiction,2.07
55761,Vääpeli Körmy ja etelän hetelmät,,0.0
57536,"Bicicleta, Cullera, Poma",Documentary,0.09
56272,Elektra Luxx,Action Comedy Drama,4.12
13378,Mickey's Twice Upon a Christmas,Animation Family,5.51
36784,Stricken,Drama,4.44
112422,Net Worth,Drama,0.8
64566,Cinema Verite,Drama,1.13
50069,Yoo Hoo Mrs Goldberg,Documentary,0.05
58224,Mr. Popper's Penguins,Comedy Family,15.21
52449,Bad Teacher,Comedy,7.31
169788,Wives and Lovers,,0.08
35688,Why Did I Get Married Too?,Comedy Romance,2.58
89158,The President's Lady,Drama,0.16
148675,Suez,Drama History Romance,0.01
131504,Meet Me in Las Vegas,Romance Comedy,0.12
80941,Two Girls and a Sailor,Comedy Romance,0.13
74088,Papa's Delicate Condition,Comedy,0.67
94241,Sundown,Drama War,0.21
45239,Storm Center,Drama,0.36
38356,Transformers: Dark of the Moon,Action Science Fiction Adventure,4.5
59861,Larry Crowne,Comedy Romance Drama,10.78
57771,Score: A Hockey Musical,Comedy Music,0.51
38319,Your Highness,Comedy,5.67
291164,Hand Gun,Crime Action Thriller,0.66
47386,YellowBrickRoad,Horror Thriller,2.55
97831,Once Is Not Enough,Drama Romance,0.21
175035,When Ladies Meet,Comedy Romance,0.95
43188,The Pride of St. Louis,Drama,0.08
95854,The Prizefighter and the Lady,Romance Crime,0.38
80086,The Son of Monte Cristo,Action Adventure,0.53
126777,If I Were King,Adventure History,0.14
60062,Judy Moody and the Not Bummer Summer,Comedy Family,2.32
14552,"Have Dreams, Will Travel",Drama Romance,7.98
59111,Kalamity,Mystery Thriller,0.81
44991,The Four-Faced Liar,Comedy Drama Romance,0.78
330152,A Lamp In The Dark: The Untold History of the Bible,Documentary,0.08
108213,King of Jazz,Music Animation,0.12
107973,The Dolly Sisters,Romance Music,0.95
64854,Seconds Apart,Horror Thriller,3.27
62382,The Mattei Affair,Crime Drama Foreign History Thriller,0.05
128042,The Scenic Route,Drama,0.8
18928,"Run, Man, Run",Action Western,1.29
429876,Brushfires,Drama,0.04
55754,Vääpeli Körmy ja vetenalaiset vehkeet,,0.11
61033,Armless,Comedy,0.14
23190,Life After People,TV Movie Documentary,2.01
47975,The Spaghetti West,Documentary,0.07
65034,Too Big to Fail,Drama,3.36
61546,The Bishop Murder Case,Mystery,0.74
125233,An Unexpected Love,Drama TV Movie,0.58
85430,Girl Play,Comedy,0.48
148314,Pekko ja Unissakävelijä,,0.07
55502,The Pelican Man,,0.12
32934,Train of Shadows,Drama,0.11
1736,Shoppen,Comedy Drama,1.12
91150,Apart from You,Drama,0.31
126516,Every-Night Dreams,Drama,0.34
64350,Living with Wolves,Documentary,0.52
18888,Meat Love,Comedy Drama Fantasy,0.0
44439,Lazybones,Action War Romance Drama Comedy,0.04
288108,Film ist. 7-12,Documentary,0.0
18125,"Rita, Sue and Bob Too",Drama Comedy,1.66
42368,For Heaven's Sake,Romance Comedy Action,0.31
42150,Three Brothers,Drama,0.58
289010,Die Frau des Frisörs,Drama,0.04
147846,The Letter,Drama,0.07
27358,Monsturd,Horror Science Fiction,0.11
22907,Takers,Action Crime Drama Thriller,7.0
53256,Three,Romance Drama Comedy,4.9
59065,Route Irish,Drama,2.01
41593,"Quo vadis, baby?",,0.36
12840,The Man of My Life,Drama Comedy Romance,1.69
169842,The Squall,Drama,0.41
55756,Sergeant Körmy and the Marshall's Stick,,0.0
55759,Vääpeli Körmy ja kahtesti laukeava,Comedy,0.07
114514,Who Are the DeBolts? And Where Did They Get Nineteen Kids?,Documentary,0.0
126517,Street Without End,Drama,0.63
12513,Marie-Jo and Her 2 Lovers,Drama,1.56
73884,My Life as McDull,Animation Drama Comedy,0.39
32893,Broken Windows,Drama,0.56
60302,"Cougars, Inc.",Comedy Drama,1.61
52605,Strapped,Drama,1.31
38317,Zookeeper,Comedy Romance Family,11.34
51540,Horrible Bosses,Comedy Crime,9.86
41360,Hunter Prey,Science Fiction Thriller,2.26
65509,See This Movie,Comedy Drama,0.01
49013,Cars 2,Animation Family Adventure Comedy,13.69
96394,King and Country,War Drama,1.64
64158,Guns at Batasi,Action Drama War,7.94
25867,De Dana Dan,Action Comedy Foreign,1.25
58257,Savage Messiah,Drama,1.28
72449,The Carey Treatment,Crime Mystery Thriller,0.45
63197,Megan is Missing,Drama Horror Mystery Thriller,2.77
66113,In Her Skin,Drama Thriller,3.66
52239,Possessed,Drama Romance,1.12
30645,Mondo Trasho,Comedy,0.69
45215,Swamp Water,Crime Drama Mystery Thriller,0.46
108923,The Mysterious Lady,Adventure Drama,0.77
45657,The Ward,Horror Thriller,5.73
48627,Room for One More,Comedy Family,0.74
41339,Tapped,Documentary,0.46
63144,Page One: Inside the New York Times,Documentary,1.37
109258,Bright Victory,Drama War,0.46
109251,The Promise,Drama Romance,0.22
29577,On the Riviera,Comedy Music Romance,0.2
83989,In Old Arizona,Action Western,0.35
24792,Between the Folds,Documentary Family,1.2
44990,Breaking Upwards,Comedy Romance,1.1
26699,The Doorway to Hell,Crime,0.49
45014,Anton Chekhov's The Duel,Drama,1.23
20055,The Betrayed,Crime Drama Mystery Thriller,1.67
61537,Burn Notice: The Fall of Sam Axe,Comedy Crime Drama Mystery Thriller,14.65
19434,Murder in Coweta County,TV Movie Drama,0.67
37560,Door-to-Door Maniac,Crime Thriller,0.62
57965,Red Like the Sky,,0.94
86262,Like You Know It All,Drama,0.26
39840,"If I Want to Whistle, I Whistle",Drama,1.5
37832,Mammuth,Comedy,1.74
61814,Gilles' Wife,Drama,0.2
52188,The Waiting Room,Drama,0.21
45690,I Am Curious (Blue),Drama Foreign,0.73
80294,Suspicious River,Drama,0.75
12432,A Perfect Day,Romance Drama,1.88
1482,Laws of Gravity,Action Drama,0.53
40047,Elvis,Drama Music TV Movie,2.03
98060,Time Stood Still,Documentary Drama,0.07
63297,200 MPH,Action Thriller,1.02
68200,Hot Coffee,Documentary,0.72
94725,To Sleep with Anger,Drama,0.83
95482,Green Fish,Drama Action Thriller Crime Foreign,1.37
67236,Tiresia,Drama,0.61
262296,Acadia Acadia?!?,Documentary,0.25
288153,Killing Auntie,Comedy Crime Thriller Drama Horror,0.0
35954,Cornered,Drama Thriller,1.02
42516,Love,Drama Foreign,0.62
32691,Nouvelle Vague,Drama,2.29
54690,Virgin Stripped Bare by Her Bachelors,Romance Drama,0.81
37189,Four Adventures of Reinette and Mirabelle,Comedy Drama Romance,0.48
177697,Hangtime,Drama,0.76
24189,The Missing Star,,1.12
96105,Bikini Summer,Comedy,0.0
109048,Transistor Love Story,Music Comedy Drama Romance,0.84
21959,Mushi-Shi: The Movie,Drama Science Fiction Foreign,1.45
68029,Double Dhamaal,Comedy Foreign,1.39
60897,"Happiness Is a Warm Blanket, Charlie Brown",Animation Comedy Family,1.79
67109,Delhi Belly,Action Comedy Foreign,1.93
193065,Ballerina,,0.0
73340,Heir To An Execution,Documentary,0.0
38645,And Then Came Lola,Comedy Drama,1.32
49594,Snowblind,Western,0.54
118116,Welcome to Farewell-Gutmann,,0.02
295560,Clint Eastwood: Out of the Shadows,Documentary,1.04
44480,Education for Death,Animation,1.01
64780,Upside Down: The Creation Records Story,Documentary Music Foreign,0.11
71982,Streets of Laredo,Drama Western,0.78
84922,Mahler,Drama Music,1.35
59860,Monte Carlo,Adventure Comedy Romance,8.35
55895,Monogamy,Drama Romance,0.38
4641,Read It and Weep,Comedy Drama Family TV Movie,3.63
16900,Truth In 24,Documentary,1.14
66195,The Perfect Host,Comedy Thriller Crime,5.94
12445,Harry Potter and the Deathly Hallows: Part 2,Family Fantasy Adventure,24.99
65058,Conan O'Brien Can't Stop,Documentary,1.69
64690,Drive,Drama Action Thriller Crime,15.39
53404,Love Crime,Thriller Crime Mystery,2.44
60899,Brink of Life,Drama,1.17
33765,A Kind of Loving,Drama Romance,0.72
58882,Snow Flower and the Secret Fan,Drama History,2.0
1771,Captain America: The First Avenger,Action Adventure Science Fiction,19.32
27984,Far from Home,Thriller,1.69
41872,Girls in Prison,TV Movie Comedy Drama Thriller,0.82
50646,"Crazy, Stupid, Love.",Comedy Drama Romance,10.25
80613,"Eversmile, New Jersey",Romance Comedy Drama,0.51
72447,The Last Run,Action Drama Crime,0.73
134168,Trio,Drama,0.37
100010,Flight Command,Drama War,0.77
142876,Cheers For Miss Bishop,Comedy Drama,0.44
115425,The Buccaneer,Adventure Drama Action History Romance,0.2
51828,One Day,Drama Romance,11.24
62522,35 and Ticking,Romance Comedy,1.66
63287,The Poker House,Drama,3.25
27588,Forget Me Not,Drama Horror Romance,4.46
404479,Car Bpnus,Documentary,0.0
74946,Feast of All Saints,Romance Drama,0.73
62749,Bombardier,Drama War,0.57
45801,Joan of Paris,Drama Romance War,0.17
55166,Hurmaava joukkoitsemurha,,0.11
85367,Vice Squad,Crime,0.49
67913,The Guard,Action Comedy Thriller Crime,11.26
66942,Griff the Invisible,Romance Comedy Drama,2.93
59115,Quarantine 2: Terminal,Horror Mystery Science Fiction,4.52
62106,Earth Days,Documentary,0.01
72558,Children,Horror Science Fiction Foreign,0.32
51162,Winnie the Pooh,Animation Family,7.36
55632,Peep World,Comedy,1.19
65599,The Woman,Drama Horror,5.9
91891,The Unholy Rollers,Action Comedy Drama,0.0
58897,Dry Summer,Drama,0.71
28480,Phantom,Drama Fantasy,1.38
8897,Frontier of the Dawn,Drama Romance Foreign,0.67
56653,Sombre,Drama Horror,0.87
59566,"Think Fast, Mr. Moto",Crime Mystery Thriller Drama,4.0
30873,No Impact Man,Documentary,1.27
54540,Beverly Hills Chihuahua 2,Family,3.58
42463,Wedding in Blood,Thriller Drama Crime,0.77
42481,The Goalie's Anxiety at the Penalty Kick,Crime Drama,0.77
8888,A Year Ago in Winter,Drama,0.88
46772,"Electra, My Love",Drama Fantasy,0.0
47251,Indian Summer,Drama,1.59
86655,A Married Couple,Documentary,0.04
31303,Betty,Drama,0.21
28039,The New One-Armed Swordsman,Action Drama History War,0.77
46995,Madeleine,Crime Drama,0.91
60785,Exodus,Comedy Foreign,0.98
230680,Nachbarinnen,Drama,0.15
57389,Four Times,Drama,1.83
26242,Park Row,Drama,0.15
65016,The Sleeping Beauty,Fantasy Drama Foreign,0.67
13931,Mike's New Car,Animation Family,6.82
44117,Without Warning,Action Drama Science Fiction TV Movie,0.68
63736,Almighty Thor,Action Adventure Fantasy Science Fiction,1.26
94716,A Cottage on Dartmoor,Drama,0.47
41513,The Smurfs,Animation Family Adventure Comedy Fantasy,10.22
61724,Reparando,,0.08
48453,The Contestant,Drama Comedy Thriller Foreign,0.77
48612,The Arrangement,Drama Romance,1.35
67636,Comanche Moon,Drama Western,0.52
51765,Dead Man's Walk,Western Drama,0.23
43935,Dylan Dog: Dead of Night,Action Comedy Horror Mystery Science Fiction Thriller,12.76
12446,Angel of Mine,Drama,0.62
80210,The Undefeated,Documentary,0.19
17086,Chromophobia,Drama,1.72
50544,Friends with Benefits,Romance Comedy,10.01
51735,The Dust of Time,Drama,0.75
47116,The Winner,Drama Romance Foreign,0.0
107246,Exposed,Drama Music,0.9
50072,Forbidden,Drama,0.37
68412,3 Backyards,Drama,0.48
69794,Small Town Murder Songs,Thriller Crime,1.23
70192,Count Three and Pray,Western Drama,0.18
111678,"Rally 'Round the Flag, Boys!",Comedy Romance,0.67
50004,Paper Birds,Drama Foreign,0.95
20268,Last Stop 174,Drama Crime,2.81
68174,Waking Madison,Drama Thriller Mystery,0.9
49847,The Possession of David O'Reilly,Horror Thriller,0.63
22093,Broken Sky,Drama Romance Foreign,1.59
12819,Alpha and Omega,Family Animation,8.17
85640,The Caretakers,Drama,0.0
121903,Tender Is the Night,Drama,0.24
141055,Bikini Summer II,Comedy,0.01
83105,The Boy in Blue,Drama,0.63
33927,Deadfall,Crime Drama Thriller,1.15
92311,"Summer Wishes, Winter Dreams",Drama,0.29
43792,Lady Be Good,Comedy Music Romance,0.11
76382,Eternally Yours,Drama Comedy Romance,0.08
47854,Legend of the Fist: The Return of Chen Zhen,Drama Action History Thriller,6.18
138341,Big City Blues,Comedy Drama,0.44
126922,Lawyer Man,Drama Romance,0.07
55846,Blitz,Crime Action Thriller,9.49
189005,Pennies from Heaven,Comedy Drama Music,0.59
13254,The Living and the Dead,Thriller Drama Horror Mystery,2.01
117401,She Cried No,,0.45
44257,Industrial Symphony No. 1: The Dream of the Brokenhearted,Music,1.13
54384,Our Beloved Month of August,Music Romance,0.87
67404,The Autobiography of Nicolae Ceausescu,Documentary,0.38
57403,Mysteries of Lisbon,Mystery Drama,3.12
86261,Oki's Movie,Comedy Drama,1.11
90511,Welfare,Documentary,0.23
45839,FRED: The Movie,Comedy Family,2.48
19178,Four Bags Full,Drama Comedy,2.99
128395,Emitaï,Drama,0.08
45765,Me Too,Drama,1.09
88562,Assassination,Drama,0.26
