id,title,genero,popularity
92452,Patton Oswalt: Werewolves and Lollipops,  Comedy  ,4.18
36575,Kevin Nealon: Now Hear Me Out!,  Comedy  ,0.02
191120,"Kevin Nealon: Whelmed, But Not Overly",  Comedy  ,2.06
149362,The War at Home,,0.17
78531,One Bright Shining Moment,  Documentary  ,1.68
288158,The Woman in Black 2: Angel of Death,  Thriller   Horror   Drama  ,0.13
68352,Sherlock Holmes: The Hound of the Baskervilles,  Drama   Comedy   Thriller   Mystery  ,1.91
126432,Scattered Clouds,  Romance   Drama  ,0.57
203534,Dealin' with Idiots,  Comedy  ,1.1
20177,Super Capers,  Adventure   Action   Comedy   Science Fiction   Family  ,0.41
62934,Fight for Your Right Revisited,  Music   Comedy  ,4.32
84209,Busting,  Drama   Action   Crime  ,1.07
116723,Comes a Bright Day,  Romance   Thriller  ,1.74
3057,Frankenstein,  Drama   Horror   Science Fiction   Mystery  ,1.23
125458,"North and South, Book II",,2.03
199591,Penthouse North,  Thriller   Drama  ,0.47
24023,Johan Falk: GSI - Gruppen för särskilda insatser,  Action   Thriller  ,3.59
24026,Johan Falk: Vapenbröder,  Action   Thriller  ,4.31
11752,Cheeky Girls,  Comedy   Drama  ,2.3
142563,Fresh Guacamole,  Animation  ,3.12
157301,Adam and Dog,  Drama   Animation  ,1.06
9755,Bloodsuckers,  Horror   Science Fiction  ,2.62
123634,Poolside,  Crime   Drama  ,3.47
8767,Stuntwoman,  Action   Comedy  ,0.0
43629,Doodlebug,  Fantasy   Mystery  ,1.68
187156,Jean-Luc Cinema Godard,  Documentary  ,0.46
241287,Tropico,  Fantasy   Music  ,0.05
774,Workers Leaving the Lumière Factory,  Documentary  ,1.04
163250,A Night at the Movies: The Horrors of Stephen King,  Documentary   TV Movie  ,1.31
261207,A Night at the Movies: The Suspenseful World of Thrillers,  Documentary  ,1.69
37775,"Bianco, rosso e Verdone",  Comedy  ,0.91
37768,Borotalco,  Comedy  ,1.19
37777,Soap and Water,  Comedy  ,0.87
59040,I due carabinieri,  Comedy  ,1.04
23273,Great!,  Comedy  ,0.66
62491,My Sister and I,  Comedy  ,1.68
56825,Compagni di scuola,  Comedy   Drama  ,0.45
60014,The Child and the Policeman,,0.54
56551,Maledetto il giorno che t'ho incontrato,,0.34
58189,Perdiamoci di vista!,,8.17
56804,Viaggi di nozze,,0.76
58081,Iris Blond,,0.71
42674,Gallo cedrone,  Comedy  ,0.66
44933,A Chinese in a Coma,  Comedy  ,1.05
22728,Love Is Eternal While It Lasts,  Comedy  ,0.55
43544,Ma che colpa abbiamo noi,,1.58
38327,My best enemy,  Comedy  ,1.95
20414,"Grande, grosso e Verdone",  Family  ,5.65
36298,"Me, Them And Lara",  Comedy   Drama  ,0.07
93855,Posti in piedi in paradiso,  Comedy   Drama  ,2.97
267573,Man on High Heels,  Action  ,0.35
221437,Miss Zombie,  Horror   Drama  ,0.15
255456,Sotto una buona stella,  Comedy  ,0.37
43477,Shinbone Alley,  Animation   Music  ,3.99
261768,Lullaby,  Drama  ,0.51
199925,Over Your Dead Body,  Horror  ,0.38
211710,A Walk in the Old City of Warsaw,,0.84
267872,Korengal,  Documentary  ,0.39
38187,The Hire: Powder Keg,  Action  ,0.08
30091,The Hire: Chosen,  Action  ,0.27
38183,The Hire: Ambush,  Action  ,0.05
38190,The Hire: Ticker,  Action   Adventure  ,0.09
51939,The Hire: Beat the Devil,  Comedy   Drama   Romance  ,0.65
38185,The Hire: Hostage,  Action   Adventure  ,0.5
251555,"Pancho, el perro millonario",  Comedy  ,0.14
132601,The Reef 2: High Tide,  Animation   Family  ,0.39
84197,Filly Brown,  Drama  ,0.64
137079,The Winter of Discontent,  Drama   Foreign  ,0.74
21447,The Nautical Chart,,0.22
14749,Space Buddies,  Comedy   Adventure   Drama   Family  ,1.3
298935,All Relative,  Romance   Comedy   Drama  ,0.73
293861,Imagine I'm Beautiful,  Drama  ,0.91
51213,The Body of My Enemy,  Crime   Drama   Mystery  ,10.4
55316,Pasha,  Drama   Crime  ,0.63
44522,The Gentleman from Epsom,  Comedy   Crime  ,5.89
31270,The Great Spy Chase,  Action   Comedy   Mystery   Thriller  ,8.31
33336,Taxi for Tobruk,  History   Drama   War  ,3.33
208763,Forbidden Kingdom,  Thriller   Adventure   Mystery   Fantasy  ,3.96
80145,"Excuse Me Darling, But Lucas Loved Me",  Comedy  ,8.65
212756,Stay,  Drama  ,6.06
42863,No Distance Left to Run,  Documentary  ,2.24
20693,Santos,  Fantasy   Action   Comedy   Science Fiction   Romance   Foreign  ,1.78
264048,A Patriotic Man,  Drama   Comedy  ,5.73
289394,Houdini,  TV Movie   Drama   History  ,3.53
107255,A Night for Dying Tigers,  Drama   Comedy  ,6.13
64926,June Night,  Drama  ,0.67
96546,Fear,  Thriller  ,5.19
120539,Hedda Gabler,  Drama  ,10.56
78358,A Matter of Time,  Drama   Fantasy  ,2.73
43900,Angele,  Drama  ,0.8
43153,Harvest,  Drama  ,4.52
84875,The Well-Digger's Daughter,  Drama   Romance   Comedy  ,0.87
67756,Topaze,  Comedy  ,4.63
65703,Manon of the Spring,  Drama  ,0.0
50107,The House on 56th Street,  History   Drama  ,1.13
88209,Daughter of Shanghai,  Crime   Drama   Romance  ,11.11
23107,Lady Gangster,  Crime   Drama  ,11.0
101598,God Is My Co-Pilot,  Action   Adventure   War  ,3.13
36635,Danger Signal,  Crime   Thriller   Drama  ,3.02
37482,The Crooked Way,  Crime   Drama  ,1.09
274007,The Color of Rain,  TV Movie   Drama  ,1.57
50327,To Grandmother's House We Go,  Family   Adventure   Comedy  ,6.51
13654,101 Dalmatians II: Patch's London Adventure,  Animation   Family  ,3.9
65611,Such a Pretty Little Beach,  Drama  ,0.42
54518,Justin Bieber: Never Say Never,  Documentary   Music   Family  ,3.2
19824,Van Wilder: Freshman Year,  Comedy  ,4.6
101660,V,  Drama   Science Fiction   Action   Adventure  ,1.96
4226,Shriek If You Know What I Did Last Friday the Thirteenth,  Comedy  ,8.04
230222,Tarzan,  Animation   Action   Adventure   Family  ,3.98
13360,Highlander V: The Source,  Action   Fantasy   Science Fiction  ,3.68
18729,"North and South, Book I",  Drama   History   Western  ,1.13
15434,Seed,  Horror  ,3.73
85373,StreetDance 2,  Drama   Romance  ,2.3
24655,The Car,  Horror   Mystery  ,12.02
244688,The Hungover Games,  Comedy  ,5.32
29988,Ishq,  Action   Comedy   Drama   Foreign   Romance  ,1.1
78383,Nurse 3-D,  Horror   Thriller  ,3.75
125509,Wrong Turn 5: Bloodlines,  Horror   Thriller  ,0.99
50326,How The West Was Fun,  Drama   Family  ,3.28
25373,A Cry in the Wild,  Drama   Family  ,6.41
200085,Flu,  Action   Drama   Science Fiction  ,5.61
151044,McCullin,  Documentary  ,2.83
5139,The Fox & the Child,  Comedy  ,2.45
115520,Lili's Apron,  Drama   Comedy   Romance   Foreign  ,1.45
257648,The White Haired Witch of Lunar Kingdom,  Romance   Fantasy   Action  ,1.85
181330,Kevin Hart: Let Me Explain,  Comedy   Documentary  ,3.19
121734,"Tad, the Lost Explorer",  Animation   Comedy   Adventure   Family  ,2.38
140161,V: The Final Battle,  Science Fiction  ,0.2
70008,Tactical Force,  Action   Thriller  ,20.36
18015,Shark Attack 3: Megalodon,  Horror  ,0.34
60575,Prowl,  Horror   Thriller  ,13.86
250225,The Duke of Burgundy,  Drama  ,1.26
256876,Red Army,  Documentary   History  ,0.32
161529,Must Have Been Love,  Romance  ,0.31
33932,Shortcut to Happiness,  Fantasy   Drama   Comedy   Science Fiction  ,1.61
174645,Java Heat,  Action   Crime   Drama   Thriller  ,2.98
19033,The Sasquatch Gang,  Comedy   Family  ,8.89
72359,Peeples,  Comedy  ,2.04
9817,Save the Last Dance 2,  Drama   Family   Romance  ,7.24
24116,The Skeptic,  Horror   Thriller  ,8.49
10055,Room 6,  Horror   Thriller  ,0.16
39227,When in Rome,  Action   Adventure   Comedy   Drama   Family   Romance  ,0.59
53459,F,  Horror   Thriller  ,1.87
239562,The Single Moms Club,  Drama   Comedy  ,2.55
209901,Nothing Left to Fear,  Horror  ,1.71
14025,Lake Dead,  Horror   Thriller  ,1.24
25597,Hansel & Gretel,  Fantasy   Drama   Horror  ,8.62
32304,Nine Lives,  Horror  ,14.6
161321,The Power of Few,  Thriller   Action   Crime   Drama   Mystery  ,2.64
15426,Unearthed,  Action   Adventure   Horror   Science Fiction   Thriller  ,1.13
15616,Private Valentine: Blonde & Dangerous,  Comedy   War   Adventure   Drama  ,1.81
51250,Gun,  Action   Thriller  ,8.7
19066,Rest Stop: Don't Look Back,  Horror  ,6.82
52916,Sabata,  Action   Foreign   Western  ,0.82
77879,The Reunion,  Drama   Action  ,10.94
293262,I Am Ali,  Documentary  ,1.75
209416,Supermensch: The Legend of Shep Gordon,  Documentary  ,0.16
91259,Lady Cocoa,  Drama   Crime   Romance   Foreign  ,1.01
270303,It Follows,  Horror   Thriller  ,0.22
194817,Take a Girl Like You,  Comedy   Drama   Romance  ,5.29
269173,The Anomaly,  Thriller   Action   Science Fiction  ,0.16
54415,Sinbad: The Fifth Voyage,  Fantasy  ,0.17
152273,The Sarnos: A Life in Dirty Movies,  Documentary  ,1.63
24745,Sweeney Todd: The Demon Barber of Fleet Street,  Horror   Music   Drama   Thriller  ,0.36
75074,Touchback,  Drama   Family   Fantasy  ,1.23
98582,Unit 7,  Drama   Action  ,2.66
28635,Wishmaster 3: Beyond the Gates of Hell,  Thriller   Horror  ,2.88
31183,The Magical Legend of the Leprechauns,  Romance   Family   Fantasy  ,0.86
119738,Thunderstruck,  Comedy  ,7.45
287084,The Town that Dreaded Sundown,  Thriller   Horror  ,6.55
110393,White Elephant,  Drama  ,0.31
139662,Maattrraan,  Action   Romance  ,0.07
14440,The Tattooist,  Thriller   Horror  ,0.38
19288,Leprechaun: Back 2 tha Hood,  Horror   Comedy  ,0.0
26588,Summer's Blood,  Horror   Thriller  ,0.46
38166,The Stranger,  Action   Thriller  ,1.36
18616,No Man's Land: The Rise of Reeker,  Horror   Thriller  ,4.72
22175,The Shortcut,  Mystery   Horror   Thriller  ,4.64
27770,Sometimes They Come Back... Again,  Horror  ,3.46
37526,The Dentist 2: Brace Yourself,  Horror   Mystery  ,4.87
16191,Highway to Hell,  Fantasy   Action   Comedy   Science Fiction  ,0.36
146631,U.F.O.,  Action   Adventure   Science Fiction  ,0.18
38602,Little Lord Fauntleroy,  TV Movie   Family   Drama  ,0.02
30934,Tower of Evil,  Horror  ,1.94
29919,The Six Wives of Henry Lefay,  Comedy  ,0.77
65762,Swinging with the Finkels,  Comedy   Romance  ,1.47
115531,The Power and the Glory,  TV Movie   Drama  ,5.42
253153,The Girl from Nagasaki,,4.63
68189,Man Exposed,  Comedy   Drama  ,1.3
86240,All Fall Down,  Drama  ,1.08
9076,Nur über meine Leiche,  Comedy  ,0.12
56624,Run If You Can,  Drama  ,0.66
222715,Someone's Gaze,  Animation   Drama   Science Fiction  ,1.17
92968,Time Freak,  Comedy   Science Fiction  ,1.57
98612,Above Us Only Sky,  Drama  ,0.11
114982,Goodbye to Language,  Drama  ,0.91
59298,The Perfect World of Kai,  Music   Animation   Drama  ,0.3
38020,Planet of Dinosaurs,  Science Fiction   Thriller   Action  ,1.55
160704,The Berlin File,  Action   Drama   Thriller  ,13.42
242452,The Attorney,  History   Drama  ,0.32
118139,The Hatchet Man,  Crime   Drama  ,3.82
269165,Die zwölf Geschworenen,  TV Movie   Drama   Crime  ,5.89
185207,The Final Girl,  Drama  ,0.16
276819,Dot and the Whale,  Fantasy   Animation   Family  ,0.0
3483,The Blood of Fu Manchu,  Adventure   Crime   Horror   Science Fiction   Thriller  ,0.86
63139,All Things Fall Apart,  Drama  ,1.48
44678,Altitude,  Horror   Action   Thriller   Science Fiction  ,0.4
19254,Carry On Cabby,  Comedy  ,1.35
19300,Carry On Behind,  Comedy  ,5.5
26190,Carry On Cruising,  Comedy  ,2.64
61411,Che!,  Action   Adventure   Drama  ,1.22
47212,China Girl,  Romance   Crime   Drama  ,7.19
88359,Cops and Robbers,  Action   Comedy  ,7.17
25441,Never a Dull Moment,  Action   Comedy   Family  ,3.15
47891,Cyrus: Mind of a Serial Killer,  Crime   Horror   Mystery   Thriller  ,1.75
114286,Memories of My Melancholy Whores,  Drama  ,0.15
234567,Get a Horse!,  Animation   Family  ,2.37
277432,Happy New Year,  Action   Comedy   Crime  ,2.93
46967,Bill Burr: Let It Go,  Comedy  ,0.66
32836,Bill Burr: Why Do I Do This?,  Comedy  ,1.77
23338,Pride of the Bowery,  Action   Adventure   Comedy   Drama  ,1.05
63472,His Way,  Documentary  ,6.73
209369,Into the Sun,,1.76
177566,Jack the Giant Killer,  Action   Fantasy  ,1.51
113237,Lost Boundaries,  Drama  ,8.87
23178,Elvis and Me,  TV Movie   Drama   Music  ,4.96
86131,Child of Rage,,3.32
61550,Christmas Every Day,  Family  ,7.56
15671,Picture This,  Comedy  ,0.5
174594,Going Straight,  Drama   Crime  ,1.15
64084,Scorned,  Thriller   Drama  ,0.17
58231,Mardi Gras: Spring Break,  Comedy  ,0.01
86901,The Face of Marble,  Horror  ,1.69
68659,The Horsemen,  Action   Adventure   Drama  ,0.19
147764,The Man Who Shook the Hand of Vicente Fernandez,  Western   Comedy   Drama  ,0.36
109161,The Squeeze,  Crime   Action   Comedy  ,0.41
237925,The Squeeze,  Action  ,0.19
15558,Journey to the End of the Night,  Drama   Thriller  ,0.07
29077,The Bride,  Drama   Horror   Romance  ,1.14
38157,Wishmaster 4: The Prophecy Fulfilled,  Horror  ,0.29
91979,Will,  Drama   Family  ,0.16
243568,Lizzie Borden Took An Ax,  Drama   Mystery   Thriller  ,0.0
31179,Tim,  Romance   Drama  ,0.0
36251,Switching Goals,  Comedy   Family  ,0.0
32845,Wrong Side of Town,  Action   Crime  ,0.01
29083,Snowboard Academy,  Comedy  ,2.75
111443,The End,  Drama   Thriller  ,1.12
47914,The White Buffalo,  Horror   Western  ,0.36
42185,Shark Attack,  Horror  ,0.0
14862,Killer Movie,  Comedy   Horror  ,0.0
26817,Sex and the Single Girl,  Comedy   Romance  ,0.23
13903,The Wizard of Gore,  Horror  ,1.65
41275,Python,  Comedy   Horror   Science Fiction  ,0.14
269495,No Thanks,  Drama   Comedy  ,0.0
229839,Grave Halloween,  TV Movie   Horror  ,0.08
254188,At the Devil's Door,  Horror  ,0.43
167683,Reaching for the Moon,  Drama   Romance  ,0.37
215931,Beneath the Harvest Sky,  Drama  ,0.0
4344,Hotel Very Welcome,  Comedy   Drama   Family   Foreign   Horror  ,0.34
3539,Off Beat,  Drama  ,0.36
12115,"Love, Money, Love",  Drama   Romance  ,0.18
80472,Garbage Prince,,0.05
48193,Ator the Iron Warrior,  Adventure   Action   Fantasy  ,0.67
260872,The New Godfathers,  Crime  ,0.4
292133,Battle of the Stars,  Science Fiction   Action  ,0.46
47605,War of the Planets,  Science Fiction  ,0.62
168320,The Weight of Elephants,  Drama  ,0.0
158013,White Fang and the Hunter,  Western   Adventure   Drama   Family  ,0.48
67298,Lisztomania,  Comedy   Fantasy   Music  ,0.45
29352,Super Stooges vs the Wonder Women,  Action   Adventure   Science Fiction   Comedy   Fantasy  ,0.9
96106,Battle of the Amazons,  Fantasy   Action  ,0.13
105083,Il tuo dolce corpo da uccidere,  Horror   Thriller  ,0.02
211179,The Magnificent Gladiator,  Action   Adventure   Drama  ,0.11
112481,Rattlers,  Horror  ,0.12
240334,Blablablá,  History  ,0.23
48594,The Uninvited Guest,  Thriller   Drama   Horror   Mystery  ,0.51
216440,Paradise,  Romance  ,0.31
276120,The (Dead Mothers) Club,,0.01
317247,Confessor Caressor,,0.11
287169,The Studio Murder Mystery,  Comedy   Mystery  ,0.1
70738,Midnight Mary,  Romance   Crime   Drama  ,1.27
58448,Knockout,  Adventure   Action   Drama   Family  ,0.37
295689,Goofy Movies Number One,  Comedy  ,2.15
174442,Bosko's Parlor Pranks,  Comedy   Animation  ,4.01
201783,Tapia,  Documentary  ,1.57
151509,Trapped in the Closet: Chapters 23-33,  Comedy   Music   Mystery  ,6.64
247691,Three Brave Men,  Drama  ,3.39
262176,The Great Gatsby,  Drama  ,7.96
218582,Thieves Fall Out,,4.75
79631,Merlusse,  Drama   Comedy  ,6.74
137654,Open Heart,  Documentary  ,2.6
167882,The Gift of Love,  Romance   Drama  ,2.18
257925,The Loyal 47 Ronin,  Drama  ,0.22
45627,This Side of the Law,  Crime  ,0.49
104606,The Spiritual Boxer,  Comedy   Action  ,0.17
186691,Women in the Wind,  Adventure  ,1.06
258200,The Lone Ranger,  Western  ,0.04
287299,Katt Williams: Priceless: Afterlife,  TV Movie   Comedy  ,0.16
241552,Take a Giant Step,  Drama  ,0.16
90949,Pets,  Drama  ,0.09
218369,That Girl From Paris,  Music   Comedy   Romance  ,0.04
76380,Swedenhielms,,1.46
102517,Sebastian Maniscalco: What's Wrong with People?,  TV Movie   Comedy  ,0.92
125229,Samurai Vendetta,  Drama   Action  ,0.14
39766,The Challenge,  Drama   War  ,1.04
40502,Newcastle,  Romance   Drama  ,0.39
44025,Mr. Denning Drives North,  Drama  ,1.05
262454,The Cheat,  Drama  ,0.67
87936,Beautiful Stranger,  Drama   Romance   Thriller  ,0.39
205608,Without Lying Down: Frances Marion and the Power of Women in Hollywood,  Documentary  ,0.15
200358,"See You Tomorrow, Everyone",  Comedy   Drama  ,0.81
132709,Rebirth,  Documentary  ,0.45
54602,Skateland,  Drama  ,0.1
30178,Stuart Little 3: Call of the Wild,  Fantasy   Animation   Comedy   Science Fiction   Family  ,0.0
73290,Urban Explorer,  Horror   Thriller  ,0.07
29812,The Substitute 2: School's Out,  Action   Mystery   Thriller  ,0.39
176570,Shadow People,  Thriller  ,1.51
24330,Seventh Moon,  Horror  ,0.03
16174,Snow Queen,  Adventure   Family   Fantasy   Science Fiction  ,0.42
56913,Sacrifice,  Action  ,0.6
44919,The Old Maid,  Drama  ,0.55
50687,Maniac Cop 3: Badge of Silence,  Action   Adventure   Horror  ,0.48
74911,Step By Step,  Crime   Drama   Mystery   Thriller  ,0.47
25507,The Get-Away,  Crime  ,0.57
108789,Hate Thy Neighbor,  Western   Action   Drama  ,0.29
171363,Pimp Bullies,  Action   Thriller   Crime  ,0.32
81649,Pink Saris,  Documentary   Foreign  ,0.22
208447,Espacio interior,  Drama  ,0.07
94720,The Dancer,  Drama   Romance  ,0.14
52448,Witch's Night Out,  Fantasy   Comedy   Family  ,0.08
137651,Kings Point,,0.96
193873,The Seventh Sin,  Drama  ,1.02
213955,The Green Hornet,  Action   Comedy  ,0.44
142897,Mantle,,1.93
185110,Onibi: The Fire Within,  Thriller   Drama  ,0.18
45235,Pickup Alley,  Crime   Drama  ,0.44
237549,Long Day's Journey Into Night,,0.22
177440,The Golden Hawk,  Adventure  ,0.52
121369,Summer of the Seventeenth Doll,  Drama   Romance  ,0.52
75337,Too Tough to Die: A Tribute to Johnny Ramone,  Documentary  ,0.14
270672,The Formula,  Romance   Comedy  ,0.5
185078,Without Pity,  Drama  ,0.01
259593,Where Do We Go from Here?,  Music  ,0.39
97024,The Man in Possession,  Comedy  ,0.0
248553,Submarine,  Action   Drama  ,0.01
248469,Two Loves,  Drama  ,0.03
124998,Method to the Madness of Jerry Lewis,,0.19
65615,The Innocents,  Drama  ,0.33
104485,The Four Feathers,  Drama   Adventure  ,1.07
87914,Lady Scarface,  Crime  ,1.85
74759,Mine Own Executioner,  Thriller   Drama  ,0.99
170368,The Green Years,  Drama  ,2.16
29236,The Arnelo Affair,  Crime   Drama  ,6.12
290379,Looking Forward,  Drama  ,5.72
174762,Passion Flower,  Drama  ,2.74
37066,The Beat Generation,  Crime  ,1.94
74420,San Quentin,  Crime  ,1.13
205673,Pretty Baby,  Comedy  ,2.21
94792,Made in Romania,  Comedy   Foreign  ,3.6
44669,Johnny Allegro,  Crime  ,1.36
26385,Walk a Crooked Mile,  Crime   Drama  ,0.16
253794,Haunting of the Innocent,  Thriller   Horror  ,0.28
235092,The Boys,  Crime   Drama  ,0.09
79877,Tender Scoundrel,  Comedy   Crime  ,0.11
194481,Once Before I Die,  Drama   War  ,2.95
149957,Jungle Man-Eaters,  Adventure  ,0.44
100540,The Kill Hole,  Action  ,1.41
55190,Princess and the Pony,  Drama   Family  ,1.74
37462,Wicked as They Come,  Drama  ,6.12
117004,Night Court,  Crime   Drama   Thriller  ,7.32
79327,The Littlest Angel,  Animation   Family  ,8.44
133716,Valley of Head Hunters,,0.64
146449,Loose Ankles,  Romance   Comedy  ,1.18
220504,Voodoo Tiger,,1.45
39442,Sergio,  Documentary  ,1.36
92287,One Is a Lonely Number,  Drama  ,0.89
127413,Somewhere Tonight,,1.19
126929,Roman Polanski: Odd Man Out,  Documentary  ,2.58
28486,The Hound of the Baskervilles,  Thriller   TV Movie   Drama   Mystery  ,0.73
55045,Psych:9,  Horror   Mystery   Thriller  ,1.42
18598,Her Best Move,  Comedy   Drama   Family  ,3.29
55872,Tarzan and the Amazons,  Action   Adventure   Romance  ,0.16
22451,The Bone Snatcher,  Science Fiction   Horror  ,2.14
14059,Snow Buddies,  Family  ,1.02
174343,Trust Me,  Comedy  ,1.14
21935,The Haunting Hour: Don't Think About It,  Fantasy   Horror   Family  ,0.1
33546,The Time of Their Lives,  Comedy   Fantasy  ,0.32
32582,The Message,  Drama   Thriller  ,0.16
15166,The Gene Generation,  Action   Science Fiction  ,0.25
105576,The Old Maid,  Comedy  ,0.35
229221,Spring Is Here,  Romance   Comedy   Music  ,0.96
58309,School For All,  Comedy  ,0.0
263065,The Elephant Man,  TV Movie   Drama  ,1.17
73313,No Questions Asked,  Drama  ,0.05
114299,Sex and Consequences,  Drama   Thriller   Romance  ,0.01
25407,Riff-Raff,  Drama   Thriller   Adventure   Comedy  ,0.0
51490,On the Inside,  Drama   Thriller  ,2.43
29996,Solomon and Sheba,  Drama   History   Romance   War  ,0.84
35153,The Heavy,  Thriller   Action   Adventure  ,0.01
19127,Water,  Adventure   Comedy  ,0.08
54940,Ground Control,  Action   Adventure   Drama   Thriller  ,0.69
14407,Guy X,  Comedy  ,0.15
18278,Perkins' 14,  Horror   Thriller  ,0.48
42619,Tell Them Willie Boy Is Here,  Drama   Western  ,0.19
81972,The Hunters,  Drama   Horror   Thriller  ,0.06
40578,The Sea Chase,  Action   Drama   War  ,1.04
68116,Incubus,  Horror  ,0.27
42189,Kevin Hart: Seriously Funny,  Comedy  ,0.43
42187,Shark Attack 2,  Horror   Action   Thriller   Foreign  ,0.11
29052,The Reptile,  Horror  ,1.26
3686,Last of the Renegades,  Western  ,5.06
241982,One Husband Too Many,  Comedy  ,4.6
45752,Scooby-Doo! Camp Scare,  Animation   Comedy   Family  ,1.22
209401,Half of a Yellow Sun,  Romance   Drama  ,0.97
33037,"Hey There, It's Yogi Bear",  Animation   Comedy   Family   Adventure  ,2.22
135260,Top Sensation,  Thriller  ,1.83
64628,The Sweet Body of Deborah,,2.8
75958,So Sweet... So Perverse,  Thriller   Crime   Mystery  ,0.84
161243,Men to Kiss,,2.4
129359,Lille Fridolf Blir Morfar,,0.14
315362,Beck 28 - Familjen,  Thriller   Crime   Mystery  ,2.55
120657,The Stranger's Return,  Drama   Romance  ,2.92
171446,Weary River,  Romance   Drama  ,0.62
82326,Koran by Heart,  Documentary  ,0.51
219424,The Affairs of Martha,  Romance   Comedy  ,0.39
108822,Night and Day,  Drama  ,0.97
245169,Three Night Stand,  Comedy   Drama  ,1.1
48409,The Hangman,  Action   Adventure   Thriller   Western  ,1.21
136663,Beyond the Walls,  Drama  ,1.77
247604,Paradise for Three,  Comedy   Romance  ,4.57
90956,The Feathered Serpent,  Comedy   Crime   Mystery  ,0.71
116232,You're Only Young Once,  Comedy   Romance  ,0.07
138513,In His Father's Shoes,  Drama   Family   TV Movie  ,1.93
120990,Jim Norton: Please Be Offended,  Comedy  ,1.47
214909,We Were Dancing,  Comedy   Romance  ,9.58
153163,The Secret of Dr. Kildare,  Drama  ,1.6
90955,The Sky Dragon,  Adventure   Comedy   Crime  ,3.38
56599,The Man Without a Map,  Mystery  ,1.68
107999,The Bride Goes Wild,  Comedy   Romance  ,1.72
27858,PT 109,  Drama   War  ,1.05
63039,Noah's Ark,  TV Movie   Drama  ,3.99
122192,The Lookout,  Action   Crime  ,1.25
30554,When A Stranger Calls Back,  Horror   Thriller  ,0.59
49742,Mr. Magoo's Christmas Carol,  Animation   Comedy   Family  ,1.46
98368,Ritual,  Horror   Thriller  ,1.05
72693,Master of the World,  Fantasy   Science Fiction  ,2.12
84575,Tooth Fairy 2,  Comedy   Family  ,1.98
33030,In Name Only,  Drama  ,0.11
66945,Love's Kitchen,  Drama   Romance   Comedy  ,5.11
49776,"Stay Away, Joe",  Action   Comedy   Drama   Music   Romance   Western  ,0.49
11496,They Call Me Renegade,  Action   Adventure   Comedy   Western  ,5.69
133365,The Diary of Anne Frank,  Drama  ,21.08
24649,Wishcraft,  Horror  ,0.77
52627,Knights,  Action   Adventure   Science Fiction  ,0.99
45760,The Chatterley Affair,  TV Movie   Drama   Romance  ,0.92
47963,Fanny Hill,  Drama  ,1.23
63339,The Suspicions of Mr. Whicher: The Murder at Road Hill House,  Drama   Mystery   TV Movie  ,3.17
44921,The Last Wagon,  Western  ,1.68
102222,The Philly Kid,  Drama   Action  ,1.03
246011,Ping Pong Summer,  Comedy  ,2.17
57326,Sabretooth,  Horror   Science Fiction  ,1.5
77172,Pride and Prejudice,  Drama  ,0.73
27771,Sometimes They Come Back... for More,  Horror  ,1.61
18684,Kid Galahad,  Comedy   Drama   Music  ,0.83
70703,The Captains,  Documentary   Science Fiction  ,0.63
12787,Homeboy,  Drama  ,2.61
18202,Merlin's Apprentice,  Adventure   Fantasy  ,1.53
33545,The Siege of Firebase Gloria,  Action   Drama   War  ,0.42
96716,The Bumblebee Flies Anyway,  Drama   Romance  ,0.3
36835,Oasis of the Zombies,  Horror  ,0.45
24102,The Land Before Time VII: The Stone of Cold Fire,  Adventure   Fantasy   Animation   Science Fiction   Family  ,0.0
17885,The Amazing Dr. Clitterhouse,  Drama   Action   Comedy   Crime  ,0.26
44966,The Freebie,  Drama  ,1.18
56529,The Violent Kind,  Horror  ,0.32
13480,Ricky Gervais: Out of England - The Stand-Up Special,  Comedy  ,0.08
54164,Man of the East,  Comedy   Western   Action  ,0.16
7085,The Desperado Trail,  Adventure   Western  ,0.85
32139,Soccer Dog: The Movie,  Comedy   Family  ,0.16
255692,Ice Soldiers,  Action   Science Fiction  ,0.02
23122,Maniac,  Horror  ,5.11
53729,Wild Cherry,  Comedy  ,0.92
28468,The Key,  Romance   Drama  ,1.43
27417,The Roost,  Horror  ,4.05
59424,Sonny Boy,  Drama   Romance   War  ,0.22
49597,Vampires: The Turning,  Action   Adventure   Horror  ,1.93
58718,Siren,  Thriller   Horror   Action  ,1.42
25556,The Land Before Time IX: Journey to the Big Water,  Animation   Family  ,0.86
16004,Love n' Dancing,  Romance   Drama  ,4.21
15066,Walking Tall: The Payback,  Crime   Adventure   Action  ,0.69
42703,The Way West,  Action   Adventure   Drama   Western  ,1.28
29237,Shock,  Drama   Horror   Thriller  ,0.9
62904,Mask Maker,  Horror  ,0.68
71461,Thorne: Sleepyhead,  Crime   Drama   Mystery   Thriller  ,0.42
43219,La Mission,  Drama  ,0.34
34734,Stir of Echoes: The Homecoming,  Horror   Thriller  ,1.15
85609,The Outrage,  Drama   Crime   Western  ,0.88
48358,The Canterville Ghost,  TV Movie   Fantasy   Drama   Family  ,0.74
47962,Dirkie - Lost in the Desert,  Adventure   Drama  ,6.42
84905,Somewhere in Sonora,  Action   Western  ,2.38
25550,The Sellout,  Crime   Drama  ,3.73
171232,Let the Good Times Roll,  Music   Documentary  ,4.22
149515,The Vanishing American,  Western  ,2.68
